Timestamp,Minute,Game Phase,Post,Post Size,Score,Notes,Highlight?,Status
8/19/2026 20:48:45,8,1st Half,Minnesota break.  get the ball down the left.  Atlanta back in numbers,70,,,,
8/19/2026 20:49:58,9,1st Half,"Hoyos very long ball, trying to find Miggy",42,,,,
8/19/2026 20:50:37,10,1st Half,"Minnesota ball over the top, they're on a break.  Hoyos comes a long way out of the box to retrieve.  Calmly handles the ball around 30 yards, then clears",154,,,,
8/19/2026 20:52:50,12,1st Half,"Another Minnesota ball over the box.  STian tries to take him down, but missed the tackle.  Caldeira is able to make a turn and send a ball across the 6.  If it was a shot, it wasn't good.  If it was a cross, it was excellent.  But no one made the run for Minnesota.",266,,,,
8/19/2026 20:53:10,13,1st Half,Atlanta are going to get caught out by the long balls over the top.,67,,Atlanta are going to get caught out by the long balls over the top.,,
8/19/2026 20:54:39,14,1st Half,Picault is playing as the left winger again.  Almirón is playing up top.,72,,,,
8/19/2026 20:55:12,15,1st Half,Báez is not able to deal with a Minnesota player in the back corner.  they're able to continue the attack.,106,,,,
8/19/2026 20:56:10,15,1st Half,"Almirón on a long run on the right.  He's pressured off the ball, and called for a foul.
Miggy had his hands on the Minnesota player.  But looked 50/50.  Ref should have allowed play to continue.",195,,,,
8/19/2026 20:57:40,17,1st Half,"Minnesota long throw into the box, gets into the 6 from a flick on.  Markanich gets a header on it along the back post.  Hoyos is just about able to paw it away, then pounces again on the ball.",193,,,,
8/19/2026 20:58:24,18,1st Half,Minnesota playing deep now,26,,,,
8/19/2026 20:58:57,18,1st Half,Alonso on the center line with a bad pass directly to Minnesota player,70,,,,
8/19/2026 20:59:17,19,1st Half,Alonso given a 🟨 - didn't see the play,39,,,,
8/19/2026 21:01:21,21,1st Half,"Sanchez with a crack inside the 18, but it's blocked",52,,,,
8/19/2026 21:01:45,21,1st Half,"Miranchuk ball to the left.  Picault sends a ball high in the box to Almirón.  He heads it, and it goes off the post.  Picault called offsides.",143,,,,
8/19/2026 21:03:43,23,1st Half,"Minnesota with a series of nifty moves is carving through Atlanta defenders.  Picault, Miranchuk back defending",111,,,,
8/19/2026 21:04:43,24,1st Half,Minnesota playing rough with Almirón - expecting a 🟨 on someone soon,69,,,,
8/19/2026 21:05:32,25,1st Half,"Jacob gets a cross in, no one there",35,,,,
8/19/2026 21:05:48,25,1st Half,"Frantic play by Atlanta.  They're trying to slow things down, Minnesota is not letting them",91,,,,
8/19/2026 21:06:27,26,1st Half,Minnesota attack down the right.  pass into the box finds Chancalay.  He blasts it over.  Called off.  Looked on to me.,119,,,,
8/19/2026 21:07:57,27,1st Half,Gregersen with a slide to prevent a run down Minnesota's right,62,,,,
8/19/2026 21:08:06,27,1st Half,"Jacob blocks a ball from Markanich, out for a corner",52,,,,
8/19/2026 21:09:18,29,1st Half,"Minnesota send a long ball into the box.  Markanich is there, heads it just over.",81,,,,
8/19/2026 21:09:27,29,1st Half,Game is all Minnesota at the moment.,36,,,,
8/19/2026 21:10:20,30,1st Half,"Distributed ball finds Picault.  He tries turning at the cricle and runs.  Is taken out by Boxall, who earns a 🟨",113,,,,
8/19/2026 21:11:56,31,1st Half,"Minnesota having luck by switching the run of play.  Atlanta aren't pressing enough side to side, are content to sit central and deep.",134,,,,
8/19/2026 21:13:11,33,1st Half,"Almirón with a nifty steel of the ball at the 18.  He takes the ball on a  run.  Pereyra slides in hard on him.  He's either taken out or dives.  
The Ref gives Pereyra a 🟨.",174,,,,
8/19/2026 21:14:26,34,1st Half,"Báez with a crack from 30 yards, ball goes over.",48,,,,
8/19/2026 21:15:35,35,1st Half,Minnesota through ball finds Chancalay behind Alonso.  He hits a rocket which goes into the side netting.,105,,,,
8/19/2026 21:17:21,37,1st Half,Atlanta moving the ball better.  But are up against a wall in the final 3rd.,76,,,,
8/19/2026 21:17:59,37,1st Half,"Atlanta goal.  Muyumba thought about a shot, ends up passing wide to Jacob, in the box.  Heavy first touch, but he's unmarked with enough time to get to it.  Ball curls into the back left corner.",195,Atlanta 1-0,Jacob's first goal of the year,,
8/19/2026 21:21:00,40,1st Half,Atlanta players playing very free with their positions.  No descernable shape.  But this is intentional.  Everyone free to move and interchange.,144,,,,
8/19/2026 21:25:35,45,1st Half,sloppy play by both teams.  neither can do much.  the game is too frantic,73,,,,
8/19/2026 21:26:28,46,1st Half,"Minnesota corner comes in.  Hoyos tips it .  Chancalay is open on the back post, hits it to the back post, goes just wide.  Had Hoyos beaten.",141,,,,
8/19/2026 21:26:32,46,1st Half,1' stoppage,11,,,,
8/19/2026 21:26:51,46,1st Half,Almirón to Miranchuk.  Minnesota are able to clear,50,,,,
8/19/2026 21:27:07,,Halftime,stop,4,,,,
8/19/2026 21:27:58,,Halftime,"the first half went by very quick.  frantic, frantic play.  Atlanta players ignoring official positioning.  Feels Messi-style.  Everyone free to move about in order to find the game.",182,,,,
8/19/2026 21:28:14,,Halftime,"Player Impressions:
Hoyos - a few memorable moments.  making the saves he should make.  Makes me nervous when he runs outside the box.
Báez - getting involved in attack.  Getting beaten in defense, but doing enough.  good reflex saves.
Alonso - reading the game well enough to prevent attacks.  Has lost the ball early, and gets beaten for speed.
Gregersen - Always good when he plays.  
Jacob - Has made some attacking runs and plays.  Turns up in the right spot to take a crack and earns a goal.
Gill - Can see the ideas he's trying.  Looking for tough passes.  Not always coming off, but he's trying
Picault - making some good runs.  turning up all over.  having trouble with distribution.
Muyumba - distributing well.  doing well to break up attacks.
Sanchez - is getting a bit manhandled out there.  the game is too fast for him
Miranchuk - distributing well.  But generally on the quiet side
Almirón - the tallisman again.  Working very hard, wants a goal",961,,,,
8/19/2026 21:44:20,,Halftime,no changes for either team,26,,,,
8/19/2026 21:44:45,,Start 2nd Half,start,5,,,,
8/19/2026 21:45:32,46,2nd Half,"Minnesota header to a10j.  to Picault, Muyumba, Báez, Picault.  Minnesota try to break it up.  Gill takes him out and earns a 🟨",128,,Gill does really well to break up the play,,
8/19/2026 21:46:43,47,2nd Half,"Minnesota ball up the left, crosses to Pereyra at the corner of the box.  Hits a quick ball, well wide to the right.",116,,,,
8/19/2026 21:48:18,49,2nd Half,Gill gets an accidental boot to the face.,41,,,,
8/19/2026 21:49:23,50,2nd Half,"Miranchuk through ball to a surging Almirón.  he's behind the back line, fires a ball which is blocked with an outstretched leg from the keeper.",144,,,,
8/19/2026 21:50:51,51,2nd Half,"persistent attacking from Minnesota.  Atlanta desperate defending, but holding firm.",84,,,,
8/19/2026 21:51:38,52,2nd Half,"Minnesota corner.  goes into the box, header goes off the crossbar before anyone could react.  Hoyos grabs it.
Turns out this was a Gregersen header.  It would have been an own goal ☠️.  A striker's header.",206,,Atlanta lucky there.,,
8/19/2026 21:52:59,53,2nd Half,"Minnesota cross comes in, header goes over the bar",50,,,,
8/19/2026 21:54:01,54,2nd Half,Atlanta players look a bit aghast by the close calls,52,,,,
8/19/2026 21:54:37,55,2nd Half,"Gregersen with a good block to strip a ball off, then gets it forward.  He then trips on the grass and goes down",112,,,,
8/19/2026 21:55:49,56,2nd Half,"Minnesota on the front foot.  Atlanta desperate defending, looking to counter attack at best.",93,,,,
8/19/2026 21:56:20,57,2nd Half,"Pereyra running well, gets past Sanchez.  He holds onto Pereyra to prevent him going further, and sees 🟨",105,,,,
8/19/2026 21:58:04,58,2nd Half,"off the free kick, Minnesota sends the ball into the box.  It pinballs around, goes off the post, eventually going in for a goal.
Initially called offsides.  Then the Ref overrides the AR, allowing the goal.  Picault was the last Atlanta player, on the line, trying to prevent the goal.",286,1-1,,,
8/19/2026 22:01:18,62,2nd Half,"brilliant work by Gill to keep the ball, and passes out wide",60,,,,
8/19/2026 22:02:15,62,2nd Half,ATLUTD have let off the gas a bit.  Minnesota controlling the ball,66,,,,
8/19/2026 22:02:29,63,2nd Half,Atlanta prepping Brennan,24,,,,
8/19/2026 22:02:51,63,2nd Half,several Atlanta players looking gassed now,42,,,,
8/19/2026 22:03:18,64,2nd Half,"Atlanta sub
off: Picault, Sanchez
on: Brennan, Alzate",53,,"Picault was gassed.
Sanchez was on yellow, and ineffective",,
8/19/2026 22:05:23,66,2nd Half,Gill working some magic in midfield,35,,,,
8/19/2026 22:05:58,66,2nd Half,"Gregersen clears a ball, preventing a through ball",50,,,,
8/19/2026 22:06:28,67,2nd Half,Brennan trying to bring the ball centrally.  Has no one to pass to.  4 men on him.,82,,,,
8/19/2026 22:06:48,67,2nd Half,"Chancalay running for the ball, slightly nudges Gregersen who goes down.  Foul on Gregersen",91,,,,
8/19/2026 22:07:06,67,2nd Half,Minnesota making 2 subs,23,,,,
8/19/2026 22:08:41,69,2nd Half,Alzate breaks up a midfield attack,34,,,,
8/19/2026 22:09:11,69,2nd Half,"Báez sends central to Miranchuk.  He shoots from outside the arc, goes over the bar",83,,,,
8/19/2026 22:10:20,71,2nd Half,"Minnesota attack gets the ball at the corner of the box.  Jacob gets contact and the ball.  Player goes down.  VAR looked, but no pen.  Very little contact.",156,,,,
8/19/2026 22:11:58,72,2nd Half,"Minnesota on a fast break.  Last man Gill with a tremendous slide, preventing a 3-on-1",86,,,,
8/19/2026 22:15:07,75,2nd Half,"Off a throw, Báez about to kick.  Chancalay slides studs first into Báez's leg.
Muyumba gets a 🟨.  From the replay, should have been 🟥.",137,,,,
8/19/2026 22:16:13,76,2nd Half,Game is suddenly very chippy.  lots of bodies being knocked to the ground,73,,,,
8/19/2026 22:17:23,78,2nd Half,"Minnesota on a breakaway.  Dieng 1-on-1 with Hoyos.  Hoyos comes out of the box, stands tall, does a fake and sticks a leg out to steal the ball.",145,,,,
8/19/2026 22:17:37,78,2nd Half,"Atlanta turn off the Hoyos play, Muyumba goal.  a mirror of the last game
Jacob running down the right  to Miranchuk.  Muymba fakes, and turns left.  Shoots with his left, into the upper left corner",198,Atlanta 2-1,,,
8/19/2026 22:19:08,79,2nd Half,"Minnesota making 2 subs.  attackers
Atlanta sub:
off:  Miranchuk
on: Edwards",76,,,,
8/19/2026 22:20:55,81,2nd Half,"Minnesota ball into the box.  
HUGE save 🧤 🧤 from Hoyos.  Scrambles again to keep it out.  Ball pinballs quickly.  Ball sent in hard again, Hoyos with ANOTHER save 🧤 🧤.  
Hoyos saved 2 goals there.",201,,,,
8/19/2026 22:21:58,82,2nd Half,Atlanta prepping Mihaj,22,,,,
8/19/2026 22:23:30,84,2nd Half,"Edwards strips the ball, and clears",35,,,,
8/19/2026 22:23:59,84,2nd Half,"Atlanta subs:
off:  Gill, Muyumba
on:  Mihaj, Díaz - debut",58,,,,
8/19/2026 22:26:13,86,2nd Half,"Gene holds back Almirón, sees 🟨",32,,,,
8/19/2026 22:27:21,88,2nd Half,Báez is sent to the ground by a Minnesota fake.  flopped off the ground,71,,,,
8/19/2026 22:27:36,88,2nd Half,Mihaj with another clearance,28,,,,
8/19/2026 22:28:39,89,2nd Half,"Minnesota corner comes in, headed over the bar by González",58,,,,
8/19/2026 22:29:48,90,2nd Half,4' stoppage,11,,,,
8/19/2026 22:31:30,92,2nd Half,chaos in the middle of the pitch.  Almirón ends up with it.  sends it long to Brennan,85,,,,
8/19/2026 22:32:15,93,2nd Half,Alzate holds the ball in the corner.  delay tactic.  do another short corner,76,,,,
8/19/2026 22:33:45,94,2nd Half,"Minnesota ball at the arc, back flick goes well over.  Atlanta delaying with every chance",89,,,,
8/19/2026 22:33:47,,Final Whistle,stop,4,,,,
8/19/2026 22:33:57,,Post-Game,The crowd boos,14,,,,
8/19/2026 22:34:32,,Post-Game,"Player Impressions:
Hoyos - man of the match performance.  Made several game saving saves
Báez - a few mistakes, could have been costly, but overall a good game
Alonso - really good distribution.  reads the game very well.  
Gregersen - a solid game.  several good sliding blocks
Jacob - was quiet early, but game on strong later, getting the goal, then making a nuisance of himself
Gill - quite impressed by his play.  he's stepped up from his play with the 2's.  Looks sharp, tries difficult passes.  A lot of potential
Picault - didn't have a good game.  He was best at finding open spots to receive the ball, then pass it on
Muyumba - on fire this week with two goals.  Better when he is free to move up the pitch.  Still needs more time on the ball to decide on his pass
Sanchez - the game was moving too fast for him.  Worried that he's hit his peak
Miranchuk - decent distribution.  comes up big at times.  Not consistent
Almirón - consistent perfromance.  seems to be enjoying playing as the striker.  But better when he's deeper
Alzate - made a few good plays.  quiet overall.  I feel he's there only to replace tired players
Brennan - I can think of a couple of runs.  Neither worked out.  Couldn't get passes off
Edwards - I can think of one clearance.  
Mihaj - wasn't on long, but played well.  settled the back line.  Stats say he had 2 defensive contributions.  
a85 - He helped close out the game.  Stats say he had 4 defensive contributions.",1458,,,,
